Name,Category,Neighbourhood,IssuedYear,ExpiredYear,FullAddress,LAT,LONG,gislink
1038 MCCLURE,Accomodation,Fairfield,2020,2022,"1038 MCCLURE ST
VICTORIA BC  V8V 3E9",48.42082184,-123.3558897,V02051018
1041 FAIRFIELD,Accomodation,Fairfield,2022,2022,"1041 FAIRFIELD RD
VICTORIA BC  V8V 3A6",48.41784966,-123.3561755,3197036
1041 RICHARDSON PROPERTIES LTD,Accomodation,Fairfield,2021,2022,"1041 RICHARDSON ST
VICTORIA BC  V8V 3C6",48.41951964,-123.3561877,3200003
1131170 BC LTD,Accomodation,Fairfield,2022,2022,"521 LINDEN AVE
VICTORIA BC  V8V 4G6",48.41743771,-123.3512624,3271015
1152995 BC LTD,Accomodation,Fairfield,2019,2022,"1131 COLLINSON ST
VICTORIA BC  V8V 3C2",48.41842968,-123.3539763,3218004
1198791 ONTARIO LTD,Accomodation,Fairfield,2013,2022,"1135 HILDA ST
VICTORIA BC  V8V 2Z5",48.4163818,-123.3540482,3223001
"1216936 BC LTD
SUSAN ENRIGHT",Accomodation,Fairfield,2021,2022,"530 HARBINGER AVE
VICTORIA BC  V8V 4J1",48.41725176,-123.3510352,3271017
202 LINDEN AVENUE HOLDINGS LTD,Accomodation,Fairfield,2021,2022,"202 LINDEN AVE
VICTORIA BC  NCA",48.41196956,-123.3536542,3229023
217 COOK STREET,Accomodation,Fairfield,2021,2022,"217 COOK ST
VICTORIA BC  V8V 3X2",48.41280435,-123.3568273,3229040
588072 BC LTD,Accomodation,Fairfield,2017,2022,"421 VANCOUVER ST
VICTORIA BC  V8V 3T4",48.41648048,-123.3588856,3187001
"592482 BC LTD
GUY, MICHELE E",Accomodation,Fairfield,2012,2022,"1012 OLIPHANT AVE
VICTORIA BC  V8V 2V1",48.41409443,-123.35868,3185013
805 COOK APARTMENTS LTD,Accomodation,Fairfield,2019,2022,"805 COOK ST
VICTORIA BC  V8V 3Z1",48.42064439,-123.3542579,3215024
"ADAIR, ROBERT D",Accomodation,Fairfield,2013,2022,"1025 PAKINGTON ST
VICTORIA BC  NCA",48.41710343,-123.3571832,3196004
"ADAMSON, SHARON K",Accomodation,Fairfield,2013,2022,"1298 DALLAS RD
VICTORIA BC  V8V 1C4",48.40641666,-123.35122,3239023
ALANBURNE APARTMENTS,Accomodation,Fairfield,2012,2022,"1045 MCCLURE ST
VICTORIA BC  V8V 3G1",48.42029242,-123.3556252,3204036
ALBERTA APARTMENTS,Accomodation,Fairfield,2012,2022,"919 VANCOUVER ST
VICTORIA BC  V8V 3V6",48.42209394,-123.3568399,3207001
AMSTAR 1030 PENDERGAST APRTMENTS LTD,Accomodation,Fairfield,2022,2022,"1030 PENDERGAST ST
VICTORIA BC  V8V 2X2",48.41587326,-123.3577762,3187017
AMSTAR 1035 PENDERGAST APARTMENTS LTD,Accomodation,Fairfield,2022,2022,"1035 PENDERGAST ST
VICTORIA BC  V8V 2W9",48.41535149,-123.3577063,3186005
AMSTAR 1126 ROCKLAND APARTMENTS LTD,Accomodation,Fairfield,2022,2022,"1126 ROCKLAND AVE
VICTORIA BC  V8V 3H7",48.42235727,-123.3531001,3213003
"ANDREEN, STEWART",Accomodation,Fairfield,2019,2022,"101-827 FAIRFIELD RD
VICTORIA BC  V8V 5B2",48.420505,-123.3624815,026-034-247
ANISMO HOLDINGS INC,Accomodation,Fairfield,2016,2022,"602 SU'IT ST
VICTORIA BC  V8V 4C5",48.41881441,-123.3535294,3217008
"ATHLONE, A P",Accomodation,Fairfield,2012,2022,"895 ACADEMY CLOSE
VICTORIA BC  V8V 2X8",48.41795455,-123.362809,3190005
ATLANTIS HOUSE,Accomodation,Fairfield,2012,2022,"1460 DALLAS RD
VICTORIA BC  V8S 1A2",48.40737409,-123.3481193,3241047
AVON COURT,Accomodation,Fairfield,2012,2022,"490 VANCOUVER ST
VICTORIA BC  V8V 3T7",48.41720648,-123.3592985,3195007
"BAILEY, JAMES A
BAILEY, DEBBIE A",Accomodation,Fairfield,2017,2022,"605 SU'IT ST
VICTORIA BC  V8V 4C3",48.41882025,-123.3526731,3219022
BARCELONA MANOR,Accomodation,Fairfield,2012,2022,"1022 PENDERGAST ST
VICTORIA BC  V8V 2X1",48.41595597,-123.3585437,3187018
BELLWOOD PLACE,Accomodation,Fairfield,2012,2022,"1125 OSCAR ST
VICTORIA BC  V8V 2X3",48.41547707,-123.3546586,3225005
"BESENYO, BIANCA",Accomodation,Fairfield,2017,2022,"59 COOK ST
VICTORIA BC  V8V 3W7",48.40958199,-123.3572319,V02331021
"BIDGOOD, IAN
DI IOIA, GLORIA",Accomodation,Fairfield,2020,2022,"31 BUSHBY ST
VICTORIA BC  V8S 1B3",48.40762615,-123.3483619,3241052
"BIRCH, MICHAEL W",Accomodation,Fairfield,2013,2022,"209 COOK ST
VICTORIA BC  V8V 3X2",48.41249909,-123.356883,3229038
BROSS HOLDINGS INC,Accomodation,Fairfield,2012,2022,"1054 SOUTHGATE ST
VICTORIA BC  V8V 2Z2",48.41671082,-123.3570271,3196014
"BUI, HOA
NGUYEN, LOAN",Accomodation,Fairfield,2019,2022,"531 LINDEN AVE
VICTORIA BC  V8V 4G6",48.4175967,-123.351524,3271025
BURDETT MANOR,Accomodation,Fairfield,2021,2022,"1065 BURDETT AVE
VICTORIA BC  V8V 3G9",48.4211344,-123.3556857,3205008
"CANITALIA ESTATES LTD
ROYAL ANN MANSIONS",Accomodation,Fairfield,2012,2022,"853 BURDETT AVE
VICTORIA BC  V8W 1B3",48.42148547,-123.3607912,1001007
CAPREIT,Accomodation,Fairfield,2016,2022,"955 HUMBOLDT ST
VICTORIA BC  V8V 2Z9",48.41784032,-123.3601675,3195004
CAPREIT,Accomodation,Fairfield,2016,2022,"976 HUMBOLDT ST
VICTORIA BC  V8V 2Z8",48.41790586,-123.3591578,3194010
CAPREIT,Accomodation,Fairfield,2016,2022,"967 COLLINSON ST
VICTORIA BC  V8V 3B7",48.41894679,-123.3587045,3199011
CAPTAIN COOK APTS,Accomodation,Fairfield,2012,2022,"1025 SUTLEJ ST
VICTORIA BC  V8V 2V9",48.41451336,-123.3583605,3185002
CARRIAGE HOUSE,Accomodation,Fairfield,2012,2022,"1020 BURDETT AVE
VICTORIA BC  V8V 3H1",48.42168423,-123.3561382,3207012
CATHERINE PRESTON,Accomodation,Fairfield,2019,2022,"227 HOWE ST
VICTORIA BC  V8V 4K7",48.41217327,-123.3503861,028-046-820
"CHIN, STEVEN Y",Accomodation,Fairfield,2012,2022,"940 FAIRFIELD RD
VICTORIA BC  V8V 3A4",48.41901168,-123.3591296,3199014
"CHIN, STEVEN Y",Accomodation,Fairfield,2012,2022,"906 LINDEN AVE
VICTORIA BC  V8V 4H1",48.42110069,-123.3515506,3214014
CHRISTIAN HOY,Accomodation,Fairfield,2020,2022,"127 HOWE ST
VICTORIA BC  V8V 4K5",48.4104813,-123.3508198,3247022
CITY METRO PROPERTIES INC,Accomodation,Fairfield,2013,2022,"1165 MEARES ST
VICTORIA BC  V8V 3J9",48.42236823,-123.3517054,3213007
"CLARK, STEPHEN A
CARRINGTON MANOR",Accomodation,Fairfield,2012,2022,"1122 MCKENZIE ST
VICTORIA BC  V8V 2W2",48.4151028,-123.3549043,3225013
"CLARK, STEPHEN A
CLARK, BETSYN F",Accomodation,Fairfield,2012,2022,"1020 PARK BLVD
VICTORIA BC  V8V 2T4",48.41304928,-123.358383,3182015
CLOVER POINT CARE,Accomodation,Fairfield,2012,2022,"90 LINDEN AVE
VICTORIA BC  V8V 4C8",48.40967357,-123.3542258,3236003
COLLINGWOOD APTS,Accomodation,Fairfield,2012,2022,"975 FAIRFIELD RD
VICTORIA BC  V8V 3A3",48.41809655,-123.3588085,3194008
COLLINSON APTS,Accomodation,Fairfield,2016,2022,"1116 COLLINSON ST
VICTORIA BC  V8V 3C3",48.41898158,-123.3543014,3217011
COLLINSON APTS,Accomodation,Fairfield,2016,2022,"1122 COLLINSON ST
VICTORIA BC  V8V 3C3",48.41895727,-123.3540775,3217010
CONVENT PLACE PROPERTY LTD,Accomodation,Fairfield,2020,2022,"930 CONVENT PL
VICTORIA BC  V8V 2Y8",48.4181051,-123.360583,3195003
"COUPLAND, HILARY J",Accomodation,Fairfield,2012,2022,"1030 FAIRFIELD RD
VICTORIA BC  V8V 3A5",48.41839874,-123.3566272,3198013
"COUPLAND, HILARY J",Accomodation,Fairfield,2012,2022,"1139 MCCLURE ST
VICTORIA BC  V8V 3G3",48.42001073,-123.3530371,3216005
"COURT, PATRICIA",Accomodation,Fairfield,2012,2022,"1155 ROCKLAND AVE
VICTORIA BC  V8V 3H8",48.42156157,-123.3519574,3214008
D D HEALTH SERVICES LTD,Accomodation,Fairfield,2012,2022,"923 BURDETT AVE
VICTORIA BC  V8V 3G6",48.42109909,-123.3589206,V02031014
DARLYN APTS,Accomodation,Fairfield,2012,2022,"934 COLLINSON ST
VICTORIA BC  V8V 3B8",48.41985742,-123.3589933,3201012
DAVID BURR LTD,Accomodation,Fairfield,2012,2022,"214 MOSS ST
VICTORIA BC  V8V 4M4",48.41165164,-123.350055,3252013
"DELLERT, KAREN R",Accomodation,Fairfield,2012,2022,"15 COOK ST
VICTORIA BC  V8V 3W6",48.40867085,-123.3573041,3234013
"DINNING, MARILYN J",Accomodation,Fairfield,2012,2022,"1132 MCCLURE ST
VICTORIA BC  V8V 3G2",48.42052479,-123.3531612,3215020
"DINNING, RONALD I",Accomodation,Fairfield,2012,2022,"1150 HILDA ST
VICTORIA BC  V8V 2Z4",48.41673657,-123.3534811,3220034
DONALD J BAYS & ET AL,Accomodation,Fairfield,2012,2022,"1037 SOUTHGATE ST
VICTORIA BC  V8V 2Z1",48.41624975,-123.3577831,3187004
DREWCO PROPERTIES LTD,Accomodation,Fairfield,2016,2022,"805 ACADEMY CLOSE
VICTORIA BC  V8V 2X8",48.41889734,-123.3649847,3190001
EDGEMONT VILLA,Accomodation,Fairfield,2022,2022,"909 PENDERGAST ST
VICTORIA BC  V8V 2W7",48.41552397,-123.3599338,3184001
EDINBURGH APTS,Accomodation,Fairfield,2012,2022,"1145 FAIRFIELD RD
VICTORIA BC  V8V 3A9",48.4171206,-123.3534607,3220002
EL MIRADOR,Accomodation,Fairfield,2022,2022,"777 COOK ST
VICTORIA BC  V8V 3Y9",48.41998118,-123.3542959,3216001
ELIZABETH APARTMENTS,Accomodation,Fairfield,2012,2022,"463 CHESTER AVE
VICTORIA BC  V8V 4C2",48.41737447,-123.3538185,3220001
"EUPEN, ROLF D
EUPEN, SUSANNE",Accomodation,Fairfield,2012,2022,"123 CAMBRIDGE ST
VICTORIA BC  V8V 4B1",48.41074387,-123.3544918,3230018
FAIRFIELD APARTMENTS LTD,Accomodation,Fairfield,2016,2022,"941 FAIRFIELD RD
VICTORIA BC  V8V 3A3",48.41859714,-123.3594612,3194005
FAIRVIEW MANOR - 1194740 BC LTD,Accomodation,Fairfield,2020,2022,"505 SU'IT ST
VICTORIA BC  V8V 4C3",48.41765374,-123.3529505,3219016
FIRWOOD APARTMENTS,Accomodation,Fairfield,2022,2022,"915 COOK ST
VICTORIA BC  V8V 3Z4",48.42145818,-123.354058,3214025
"FITTERER, GREGORY E
FITTERER, JULIA N",Accomodation,Fairfield,2012,2022,"1A-1024 PAKINGTON ST
VICTORIA BC  V8V 3A1",48.41761134,-123.3570578,3197042
"FOOTE, DOUGLAS",Accomodation,Fairfield,2021,2022,"1126 MCCLURE ST
VICTORIA BC  V8V 3G2",48.42055136,-123.3534049,3215021
GAINSBOROUGH APTS,Accomodation,Fairfield,2012,2022,"1150 ROCKLAND AVE
VICTORIA BC  V8V 3H7",48.42225263,-123.3522149,3213005
GARDENIA COURT,Accomodation,Fairfield,2012,2022,"850 COOK ST
VICTORIA BC  V8V 3Z2",48.42106775,-123.3550718,3205009
GEDDES & BLAIR,Accomodation,Fairfield,2019,2022,"1132 CHAPMAN ST
VICTORIA BC  V8V 2T6",48.41328858,-123.3557578,3228031
GEORGIA COURT APARTMENTS,Accomodation,Fairfield,2012,2022,"615 COOK ST
VICTORIA BC  V8V 3Y6",48.41934492,-123.3545773,3217001
GLENDALE APTS,Accomodation,Fairfield,2012,2022,"945 FAIRFIELD RD
VICTORIA BC  V8V 3A3",48.41847014,-123.359262,3194006
"GOODALL, MARK F",Accomodation,Fairfield,2012,2022,"62 LINDEN AVE
VICTORIA BC  V8V 4C8",48.40925016,-123.3543293,3236006
GRANADA COURT,Accomodation,Fairfield,2012,2022,"1233 FAIRFIELD RD
VICTORIA BC  V8V 3B4",48.41601444,-123.3511287,3270002
"GRATTON-WILSON, REBECCA",Accomodation,Fairfield,2014,2022,"144 HOWE ST
VICTORIA BC  V8V 4K4",48.41082843,-123.351424,3248006
GROTON MANOR,Accomodation,Fairfield,2012,2022,"550 QUADRA ST
VICTORIA BC  V8V 3S3",48.41887309,-123.3617431,3192003
"GUBBELS, PAUL J",Accomodation,Fairfield,2012,2022,"411 VANCOUVER ST
VICTORIA BC  V8V 3T4",48.41618373,-123.358926,3187021
HAMPTON HOUSE,Accomodation,Fairfield,2012,2022,"520 COOK ST
VICTORIA BC  V8V 3Y5",48.41862659,-123.3556738,3198010
"HARMAN, MALCOLM P
COLINS, GARDE",Accomodation,Fairfield,2016,2022,"534 SU'IT ST
VICTORIA BC  V8V 4C4",48.41847768,-123.3536113,3218005
"HASS, ALFRED H",Accomodation,Fairfield,2012,2022,"212 LINDEN AVE
VICTORIA BC  V8V 4E4",48.41221738,-123.3535936,3229021
"HILLIS, LARRY D",Accomodation,Fairfield,2013,2022,"1240 MAY ST
VICTORIA BC  V8V 2S9",48.4118533,-123.3514968,3250012
HOLDEX INVESTMENT COMPANY LTD,Accomodation,Fairfield,2012,2022,"1007 COLLINSON ST
VICTORIA BC  V8V 3B9",48.41882793,-123.3575213,3198002
"HUDEC, ALVIN P
HUDEC, HELLA",Accomodation,Fairfield,2012,2022,"1069 SOUTHGATE ST
VICTORIA BC  V8V 2Z1",48.41619932,-123.3562664,3187009
HWP 1009 FAIRFIELD ROAD GP LTD,Accomodation,Fairfield,2017,2022,"1009 FAIRFIELD RD
VICTORIA BC  V8V 3A6",48.41799734,-123.3575404,3197002
HWP 575 VANCOUVER STREET LP,Accomodation,Fairfield,2017,2022,"575 VANCOUVER ST
VICTORIA BC  V8V 3T8",48.41803662,-123.3579033,3197001
JRK INVESTMENT MANAGEMENT INC,Accomodation,Fairfield,2015,2022,"35 COOK ST
VICTORIA BC  V8V 3W6",48.40915929,-123.3572353,3234001
KALIDAZ ENTERPRISES LTD,Accomodation,Fairfield,2019,2022,"1121 COLLINSON ST
VICTORIA BC  V8V 3C2",48.41845401,-123.3542003,3218003
"KALLSTROM, CHARLES E",Accomodation,Fairfield,2012,2022,"1126 RICHARDSON ST
VICTORIA BC  V8V 3C8",48.41973919,-123.3536044,3216021
"KEIFER, FRANKLIN J",Accomodation,Fairfield,2012,2022,"504 LINDEN AVE
VICTORIA BC  V8V 4G5",48.41716554,-123.3524047,3219014
"KELLEY, ERIN W",Accomodation,Fairfield,2012,2022,"312 ARNOLD AVE
VICTORIA BC  V8S 3L7",48.41226961,-123.3417673,3260016
KING CHARLES APARTMENTS,Accomodation,Fairfield,2021,2022,"820 COOK ST
VICTORIA BC  V8V 3Z2",48.42074176,-123.3551519,3205010
KINROSSIE APARTMENTS,Accomodation,Fairfield,2012,2022,"404 LINDEN AVE
VICTORIA BC  V8V 4G3",48.41574176,-123.352746,3223009
"KLIMAS, ASHLEY C",Accomodation,Fairfield,2022,2022,"160 MEMORIAL CRES
VICTORIA BC  V8S 3H9",48.40977769,-123.3447094,3242011
LA MAISON BLANCHE,Accomodation,Fairfield,2012,2022,"905 BURDETT AVE
VICTORIA BC  V8V 3G6",48.42133936,-123.3599388,3203001
"LEE, JAMES F",Accomodation,Fairfield,2013,2022,"1271 FAIRFIELD RD
VICTORIA BC  V8V 3B3",48.41544404,-123.3494977,3270008
"LEE, WALTER Y
LEE, MEI Y",Accomodation,Fairfield,2013,2022,"241 COOK ST
VICTORIA BC  V8V 3X4",48.41350165,-123.3565272,3228035
LIDA HOLDINGS LTD,Accomodation,Fairfield,2021,2022,"124 BUSHBY ST
VICTORIA BC  V8S 1B4",48.40848465,-123.3476665,3244020
LIDA HOMES HOLDINGS,Accomodation,Fairfield,2015,2022,"620 COOK ST
VICTORIA BC  V8V 3Y7",48.41902797,-123.3554475,3200006
LINDEN MANOR,Accomodation,Fairfield,2012,2022,"350 LINDEN AVE
VICTORIA BC  V8V 4E9",48.41509461,-123.3531698,3224005
LOMEL APARTMENTS,Accomodation,Fairfield,2012,2022,"908 COOK ST
VICTORIA BC  V8V 3Z3",48.42155533,-123.354952,3207008
LUXOR MANOR,Accomodation,Fairfield,2017,2022,"1050 RICHARDSON ST
VICTORIA BC  V8V 3C5",48.41994223,-123.3554733,3204038
"MANN, JAGJIT K",Accomodation,Fairfield,2012,2022,"652 MOSS ST
VICTORIA BC  V8V 4N6",48.41844549,-123.3483458,3268003
MARLBOROUGH HOUSE,Accomodation,Fairfield,2013,2022,"51 MARLBOROUGH ST
VICTORIA BC  V8V 4A6",48.40892727,-123.3559816,3235001
MAY LODGE,Accomodation,Fairfield,2012,2022,"1300 MAY ST
VICTORIA BC  V8S 1B7",48.41158964,-123.3493612,3258083
"MCLAREN, DUNCAN A
MCLAREN, JANIS",Accomodation,Fairfield,2019,2022,"32 MARLBOROUGH ST
VICTORIA BC  V8V 4A5",48.40892489,-123.3567331,3234003
"MEEK, JERRON
MEEK, BRUCE",Accomodation,Fairfield,2021,2022,"1128 COLLINSON ST
VICTORIA BC  V8V 3C3",48.41893295,-123.3538536,3217009
"MEEK, RICHARD E",Accomodation,Fairfield,2012,2022,"980 HEYWOOD AVE
VICTORIA BC  V8V 2Y4",48.41401879,-123.3601636,3184007
"MICHAEL, HOOTON
TAYLOR, MOIRA L",Accomodation,Fairfield,2012,2022,"657 HARBINGER AVE
VICTORIA BC  V8V 4H9",48.41879093,-123.349863,3269041
MINTO HOUSE,Accomodation,Fairfield,2015,2022,"1330 MINTO ST
VICTORIA BC  V8S 1P4",48.41805929,-123.346874,3274011
MIRAMOUNT APTS,Accomodation,Fairfield,2012,2022,"1050 SOUTHGATE ST
VICTORIA BC  V8V 2Z2",48.41673733,-123.357273,3196015
MOSTYN HOUSE,Accomodation,Fairfield,2012,2022,"957 MEARES ST
VICTORIA BC  V8V 3J5",48.42301946,-123.3574032,3209008
NICHOLAS VILLA,Accomodation,Fairfield,2021,2022,"310 VANCOUVER ST
VICTORIA BC  V8V 3T1",48.41429168,-123.3597236,3184003
"NOWELL, ROBERT N",Accomodation,Fairfield,2012,2022,"1218 MCKENZIE ST
VICTORIA BC  V8V 2W5",48.41477828,-123.3517111,3254031
"OWEN-FLOOD, BELINDA H",Accomodation,Fairfield,2013,2022,"1115 COLLINSON ST
VICTORIA BC  V8V 3C2",48.41847833,-123.3544242,3218002
PARK LODGE HOLDINGS LTD,Accomodation,Fairfield,2012,2022,"912 SOUTHGATE ST
VICTORIA BC  V8V 2Y2",48.41733733,-123.3610922,3189015
PARK ROYAL MANOR APARTMENTS,Accomodation,Fairfield,2012,2022,"1060 PAKINGTON ST
VICTORIA BC  V8V 3A1",48.41750458,-123.3560716,3197039
PARK TOWERS APTS,Accomodation,Fairfield,2012,2022,"905 VANCOUVER ST
VICTORIA BC  V8V 3V6",48.42176916,-123.3569198,3207013
PARKSIDE TOWERS INVESTMENTS LTD,Accomodation,Fairfield,2012,2022,"890 ACADEMY CLOSE
VICTORIA BC  V8V 2Y1",48.41828274,-123.3624641,3192007
PAST CONSTRUCTION LTD,Accomodation,Fairfield,2012,2022,"955 COOK ST
VICTORIA BC  V8V 3Z4",48.42178317,-123.3539781,3214001
PENSTAN HOLDINGS INC,Accomodation,Fairfield,2017,2022,"966 FAIRFIELD RD
VICTORIA BC  V8V 3A4",48.41857668,-123.3585095,3199012
PHOENIX H.M. INVESTMENTS,Accomodation,Fairfield,2020,2022,"621 SU'IT ST
VICTORIA BC  V8V 4C3",48.41908991,-123.3526072,3219024
PREMIERE SUITES VICTORIA,Accomodation,Fairfield,2019,2022,"B-1209 MAY ST
VICTORIA BC  V8V 2S8",48.41146136,-123.3527909,3249003
PREMIERE SUITES VICTORIA,Accomodation,Fairfield,2020,2022,"314-1033 COOK ST
VICTORIA BC  V8V 0E1",48.42307595,-123.3535356,030-918-375
QUEENSWOOD ARMS APTS,Accomodation,Fairfield,2012,2022,"666 COOK ST
VICTORIA BC  V8V 3Y7",48.41928532,-123.3555123,3200005
REDWOOD MANOR,Accomodation,Fairfield,2012,2022,"430 CHESTER AVE
VICTORIA BC  V8V 4C1",48.41694475,-123.3546656,3221007
"RICHARDSON, SHIRLEY A",Accomodation,Fairfield,2013,2022,"305 LINDEN AVE
VICTORIA BC  V8V 4E8",48.41379165,-123.3524904,3253033
ROCKLAND,Accomodation,Fairfield,2021,2022,"1019 ROCKLAND AVE
VICTORIA BC  V8V 3H6",48.42201332,-123.356098,3207046
ROCKMEARE MANOR,Accomodation,Fairfield,2017,2022,"1144 ROCKLAND AVE
VICTORIA BC  V8V 3H7",48.42230066,-123.352641,3213004
ROMLAND PROPERTIES (1997) LTD,Accomodation,Fairfield,2012,2022,"1121 WOODSTOCK AVE
VICTORIA BC  V8V 2R2",48.40911154,-123.3566876,3234002
ROYAL RAMADA,Accomodation,Fairfield,2012,2022,"825 COOK ST
VICTORIA BC  V8V 3Z1",48.42094376,-123.3539343,3215001
"RUNGAS, REIN",Accomodation,Fairfield,2012,2022,"644 LINDEN AVE
VICTORIA BC  V8V 4G5",48.41898019,-123.3519755,3219003
SAINT FRANCIS MANOR BY THE SEA,Accomodation,Fairfield,2012,2022,"1128 DALLAS RD
VICTORIA BC  V8V 1B9",48.40799251,-123.3558766,3235009
SALSBURY HOLDINGS LTD,Accomodation,Fairfield,2019,2022,"456 CHESTER AVE
VICTORIA BC  V8V 4C1",48.41725618,-123.354589,3221006
"SAUTER, JOHN E",Accomodation,Fairfield,2012,2022,"316 COOK ST
VICTORIA BC  V8V 3X6",48.41515745,-123.3566848,3186009
SEAWRIGHT PROPERTIES LTD,Accomodation,Fairfield,2012,2022,"349 COOK ST
VICTORIA BC  V8V 3X8",48.4153387,-123.3556656,3225017
"SHARP, SUSAN P
SHARP, BRIAN",Accomodation,Fairfield,2013,2022,"216 MOSS ST
VICTORIA BC  V8V 4M4",48.41185452,-123.3500053,3252012
SHENCO INV LTD,Accomodation,Fairfield,2012,2022,"949 FAIRFIELD RD
VICTORIA BC  V8V 3A3",48.41834504,-123.3590657,3194007
"SIMEONI, GIUSEPPE
SIMEONI, GEMMA",Accomodation,Fairfield,2012,2022,"949 CONVENT PL
VICTORIA BC  V8V 2Y9",48.41753318,-123.360615,3189006
"SMITH, KAREN L",Accomodation,Fairfield,2013,2022,"1032 OLIPHANT AVE
VICTORIA BC  V8V 2V1",48.4140831,-123.3578583,3185009
SNLB PROPERTIES,Accomodation,Fairfield,2020,2022,"1148 OSCAR ST
VICTORIA BC  V8V 2X4",48.4159264,-123.3538051,3223014
"SONDEREGGER, KARL
SONDEREGGER, ANNELISE",Accomodation,Fairfield,2012,2022,"1325 FRANKLIN TERR
VICTORIA BC  V8S 1C8",48.41333034,-123.3482494,3256003
SOUTHGATE LIVING LTD,Accomodation,Fairfield,2020,2022,"999 SOUTHGATE ST
VICTORIA BC  V8V 2Y7",48.41643605,-123.3599108,3188001
SOUTHVIEW ARMS APTS,Accomodation,Fairfield,2012,2022,"1049 SOUTHGATE ST
VICTORIA BC  V8V 2Z1",48.41618845,-123.3572121,3187006
ST JOSEPH APARTMENTS,Accomodation,Fairfield,2012,2022,"840 HUMBOLDT ST
VICTORIA BC  V8V 5B3",48.4197823,-123.3620853,3193005
"STODDART-STONES, ROBIN S",Accomodation,Fairfield,2013,2022,"414 DURBAN ST
VICTORIA BC  V8S 3K3",48.41581296,-123.3458172,3265018
SUNRISE OF VICTORIA,Accomodation,Fairfield,2012,2022,"920 HUMBOLDT ST
VICTORIA BC  V8V 4W7",48.41876812,-123.3604605,3194040
SURFSIDE HOLDINGS LTD,Accomodation,Fairfield,2022,2022,"505 QUADRA ST
VICTORIA BC  V8V 3S2",48.41784849,-123.3615612,V01891019
"SURFSIDE HOLDINGS LTD
NORWOOD ARMS APARTMENTS",Accomodation,Fairfield,2012,2022,"845 BURDETT AVE
VICTORIA BC  V8W 1B3",48.42156277,-123.3613762,1001006
"SURFSIDE HOLDINGS LTD
ROCKLAND ARMS",Accomodation,Fairfield,2012,2022,"1030 LINDEN AVE
VICTORIA BC  V8V 4H2",48.42228584,-123.3512241,3212013
"SURFSIDE HOLDINGS LTD
ROYAL COMMODORE APARTMENTS",Accomodation,Fairfield,2012,2022,"715 VANCOUVER ST
VICTORIA BC  V8V 3V2",48.41962891,-123.3572008,3200001
SWAN LAM ENTERPRISES LTD,Accomodation,Fairfield,2012,2022,"1005 PAKINGTON ST
VICTORIA BC  NCA",48.41719593,-123.3582316,3196001
THE BURDETTE,Accomodation,Fairfield,2021,2022,"855 VANCOUVER ST
VICTORIA BC  V8V 3V5",48.42129485,-123.3571625,3205001
THE CLARIDGE,Accomodation,Fairfield,2012,2022,"815 RUPERT TERR
VICTORIA BC  V8V 3E4",48.42075402,-123.3619539,3202001
THE DOGWOOD MANOR,Accomodation,Fairfield,2022,2022,"1124 FAIRFIELD RD
VICTORIA BC  V8V 3A7",48.41768488,-123.3537903,3218010
THE PALISADES,Accomodation,Fairfield,2012,2022,"750 COOK ST
VICTORIA BC  V8V 3Y8",48.42025407,-123.3552717,3204037
THE TIDELINE,Accomodation,Fairfield,2012,2022,"1470 DALLAS RD
VICTORIA BC  V8S 1A2",48.40793305,-123.3473192,3241006
TUDOR MANOR,Accomodation,Fairfield,2013,2022,"1035 FAIRFIELD RD
VICTORIA BC  V8V 3A6",48.41788373,-123.3564905,3197035
TUDOR MANOR APARTMENTS,Accomodation,Fairfield,2012,2022,"730 VANCOUVER ST
VICTORIA BC  V8V 3V3",48.42030021,-123.358188,V02011017
VAN MEARE MANOR,Accomodation,Fairfield,2012,2022,"1013 VANCOUVER ST
VICTORIA BC  V8V 3V9",48.42274355,-123.3566575,3208001
VANCOUVER VILLA APARTMENTS,Accomodation,Fairfield,2021,2022,"710 VANCOUVER ST
VICTORIA BC  V8V 4P9",48.41961284,-123.3584339,3201010
"VE INVESTMENTS LIMITED PARTNERSHIP
SIR WINSTON CHURCHILL",Accomodation,Fairfield,2020,2022,"850 RUPERT TERR
VICTORIA BC  V8W 2K2",48.42125502,-123.3610962,1001008
VILLA AVIANO,Accomodation,Fairfield,2012,2022,"1034 COLLINSON ST
VICTORIA BC  V8V 3C1",48.41918254,-123.3561743,3200050
VILLA ROYALE,Accomodation,Fairfield,2022,2022,"964 HEYWOOD AVE
VICTORIA BC  V8V 2Y5",48.41483946,-123.3599554,3184002
VISCOUNT MANOR APARTMENT,Accomodation,Fairfield,2012,2022,"950 ROCKLAND AVE
VICTORIA BC  V8V 3H4",48.42266484,-123.3583654,3209010
"WALTON, PETER F",Accomodation,Fairfield,2017,2022,"601 SU'IT ST
VICTORIA BC  V8V 4C3",48.41848319,-123.3527554,3219020
"WARTELS, LARRY
WARTELS, GARY",Accomodation,Fairfield,2012,2022,"1102 HILDA ST
VICTORIA BC  V8V 2Z3",48.41684367,-123.3551911,3221008
WERNER APTS,Accomodation,Fairfield,2012,2022,"1044 MCCLURE ST
VICTORIA BC  V8V 3E9",48.42078164,-123.3555192,3205011
"WILLE, PETER A",Accomodation,Fairfield,2012,2022,"926 CONVENT PL
VICTORIA BC  V8V 2Y8",48.41821104,-123.3607493,3195002
